00:03:02;12.8;99.0;0.00
00:08:02;12.8;99.0;0.00
00:13:01;12.5;99.0;0.00
00:18:01;12.5;99.0;0.00
00:23:00;12.5;99.0;0.00
00:28:00;12.5;99.0;0.00
00:32:59;12.3;99.0;0.00
00:37:59;12.3;99.0;0.00
00:42:59;12.0;99.0;0.00
00:47:58;12.0;99.0;0.00
00:52:58;12.0;99.0;0.00
00:57:57;12.0;99.0;0.00
01:02:57;12.0;99.0;0.00
01:07:57;12.3;99.0;0.00
01:12:56;12.3;99.0;0.00
01:17:56;12.0;99.0;0.00
01:22:56;12.0;99.0;0.00
01:27:55;12.0;99.0;0.00
01:32:55;11.5;99.0;0.00
01:37:55;11.5;99.0;0.00
01:42:54;11.5;99.0;0.00
01:47:54;11.5;99.0;0.00
01:52:54;11.5;99.0;0.00
01:57:53;11.5;99.0;0.00
02:02:53;11.5;99.0;0.00
02:07:53;11.3;99.0;0.00
02:12:52;11.0;99.0;0.00
02:17:52;11.0;99.0;0.00
02:22:51;11.0;99.0;0.00
02:27:51;11.0;99.0;0.00
02:32:50;11.0;99.0;0.00
02:37:50;11.0;99.0;0.00
02:42:49;11.0;99.0;0.00
02:47:49;11.0;99.0;0.00
02:52:48;10.8;99.0;0.00
02:57:48;10.8;99.0;0.00
03:02:47;10.3;99.0;0.00
03:07:47;10.3;99.0;0.00
03:12:46;10.0;99.0;0.00
03:17:46;10.3;99.0;0.00
03:22:45;10.5;99.0;0.00
03:27:45;10.5;99.0;0.00
03:32:44;10.3;99.0;0.00
03:37:44;10.3;99.0;0.00
03:42:44;10.0;99.0;0.00
03:47:43;10.0;99.0;0.00
03:52:43;10.0;99.0;0.00
03:57:42;10.0;99.0;0.00
04:02:42;10.0;99.0;0.00
04:07:41;10.0;99.0;0.00
04:12:41;10.0;99.0;0.00
04:17:41;10.0;99.0;0.00
04:22:40;10.0;99.0;0.00
04:27:40;10.0;99.0;0.00
04:32:39;9.8;99.0;0.00
04:37:39;9.5;99.0;0.00
04:42:39;9.5;99.0;0.00
04:47:38;9.8;99.0;0.00
04:52:38;9.8;99.0;0.00
04:57:38;9.8;99.0;0.00
05:02:37;9.5;99.0;0.00
05:07:37;9.5;99.0;0.00
05:12:36;9.8;99.0;0.00
05:17:36;9.8;99.0;0.00
05:22:36;9.8;99.0;0.00
05:27:35;9.8;99.0;0.00
05:32:35;9.5;99.0;0.00
05:37:35;9.5;99.0;0.00
05:42:35;9.3;99.0;0.00
05:47:34;9.5;99.0;0.00
05:52:34;9.5;99.0;0.00
05:57:34;9.5;99.0;0.00
06:02:33;9.3;99.0;0.00
06:07:33;9.5;99.0;0.00
06:12:33;9.5;99.0;0.00
06:17:32;9.5;99.0;0.00
06:22:32;9.5;99.0;0.00
06:27:31;9.3;99.0;0.00
06:32:31;9.3;99.0;0.00
06:37:30;9.3;99.0;0.00
06:42:30;9.3;99.0;0.00
06:47:29;9.0;99.0;0.00
06:52:29;9.0;99.0;0.00
06:57:28;9.0;99.0;0.00
07:02:28;9.0;99.0;0.00
07:07:27;9.0;99.0;0.00
07:12:27;9.0;99.0;0.00
07:17:26;9.0;99.0;0.00
07:22:26;9.3;99.0;0.00
07:27:26;9.3;99.0;0.00
07:32:25;9.5;99.0;0.00
07:37:25;9.8;99.0;0.00
07:42:24;9.8;99.0;0.00
07:47:24;10.0;99.0;0.00
07:52:23;10.0;99.0;0.00
07:57:23;10.3;99.0;0.00
08:02:23;10.5;99.0;0.00
08:07:22;10.8;99.0;0.00
08:12:22;10.8;99.0;0.00
08:17:21;11.0;99.0;0.00
08:22:21;11.0;99.0;0.00
08:27:21;11.3;99.0;0.00
08:32:20;11.5;99.0;0.00
08:37:20;11.8;99.0;0.00
08:42:20;12.0;99.0;0.00
08:47:19;12.3;99.0;0.00
08:52:19;12.5;99.0;0.00
08:57:19;12.8;99.0;0.00
09:02:18;13.0;99.0;0.00
09:07:18;13.5;99.0;0.00
09:12:18;13.8;99.0;0.00
09:17:17;14.0;99.0;0.00
09:22:17;14.3;99.0;0.00
09:27:17;14.5;99.0;0.00
09:32:16;14.8;99.0;0.00
09:37:16;15.0;99.0;0.00
09:42:16;15.5;99.0;0.00
09:47:16;15.8;99.0;0.00
09:52:15;16.3;99.0;0.00
09:57:15;16.5;99.0;0.00
10:02:15;16.8;99.0;0.00
10:07:15;17.3;99.0;0.00
10:12:14;17.5;99.0;0.00
10:17:14;17.8;99.0;0.00
10:22:13;18.0;99.0;0.00
10:27:13;18.5;95.0;0.00
10:32:12;18.8;91.0;0.00
10:37:12;19.0;88.0;0.00
10:42:11;19.3;85.0;0.00
10:47:11;19.8;86.0;0.00
10:52:10;20.0;84.0;0.00
10:57:10;20.0;81.0;0.00
11:02:09;20.5;78.0;0.00
11:07:09;20.8;78.0;0.00
11:12:09;21.0;77.0;0.00
11:17:08;21.3;76.0;0.00
11:22:08;21.3;76.0;0.00
11:27:07;21.3;74.0;0.00
11:32:07;21.5;75.0;0.00
11:37:06;21.5;73.0;0.00
11:42:06;21.8;73.0;0.00
11:47:06;22.0;72.0;0.00
11:52:05;21.5;73.0;0.00
11:57:05;22.0;72.0;0.00
12:02:04;22.3;71.0;0.00
12:07:04;21.8;72.0;0.00
12:12:04;22.0;70.0;0.00
12:17:03;21.5;69.0;0.00
12:22:03;21.3;69.0;0.00
12:27:02;21.5;72.0;0.00
12:32:02;22.3;67.0;0.00
12:37:02;22.3;66.0;0.00
12:42:01;22.8;64.0;0.00
12:47:01;22.5;63.0;0.00
12:52:01;22.5;63.0;0.00
12:57:00;22.5;63.0;0.00
13:02:00;22.8;64.0;0.00
13:07:00;22.8;61.0;0.00
13:11:59;23.3;60.0;0.00
13:16:59;22.3;69.0;0.00
13:21:59;21.3;69.0;0.00
13:26:59;21.0;72.0;0.00
13:31:58;21.0;74.0;0.00
13:36:58;21.3;72.0;0.00
13:41:58;21.5;69.0;0.00
13:46:58;22.3;65.0;0.00
13:51:57;23.3;61.0;0.00
13:56:57;23.3;59.0;0.00
14:01:57;23.5;62.0;0.00
14:06:57;21.8;69.0;0.00
14:11:56;21.5;72.0;0.00
14:16:56;21.8;71.0;0.00
14:21:55;22.0;68.0;0.00
14:26:55;22.0;64.0;0.00
14:31:54;22.3;64.0;0.00
14:36:54;22.8;61.0;0.00
14:41:53;23.3;60.0;0.00
14:46:53;22.8;67.0;0.00
14:51:52;22.3;70.0;0.00
14:56:52;22.3;69.0;0.00
15:01:52;22.3;66.0;0.00
15:06:51;22.5;64.0;0.00
15:11:51;22.8;63.0;0.00
15:16:50;23.5;58.0;0.00
15:21:50;22.3;67.0;0.00
15:26:49;22.0;68.0;0.00
15:31:49;22.0;69.0;0.00
15:36:49;22.0;66.0;0.00
15:41:48;22.3;65.0;0.00
15:46:48;22.8;60.0;0.00
15:51:47;23.5;57.0;0.00
15:56:47;22.3;64.0;0.00
16:01:47;21.8;65.0;0.00
16:06:46;21.8;65.0;0.00
16:11:46;22.0;64.0;0.00
16:16:46;22.8;62.0;0.00
16:21:45;23.3;61.0;0.00
16:26:45;23.5;58.0;0.00
16:31:45;23.5;62.0;0.00
16:36:44;22.3;64.0;0.00
16:41:44;22.0;65.0;0.00
16:46:44;22.0;63.0;0.00
16:51:43;22.3;62.0;0.00
16:56:43;22.8;59.0;0.00
17:01:43;23.3;58.0;0.00
17:06:42;23.5;54.0;0.00
17:11:42;22.5;63.0;0.00
17:16:42;22.0;65.0;0.00
17:21:42;21.8;64.0;0.00
17:26:41;22.0;63.0;0.00
17:31:41;22.3;62.0;0.00
17:36:41;22.8;58.0;0.00
17:41:40;23.0;57.0;0.00
17:46:40;23.3;55.0;0.00
17:51:40;23.5;56.0;0.00
17:56:40;23.5;56.0;0.00
18:01:40;23.5;55.0;0.00
18:06:39;23.5;54.0;0.00
18:11:39;23.5;55.0;0.00
18:16:39;23.3;55.0;0.00
18:21:38;23.0;55.0;0.00
18:26:38;23.0;55.0;0.00
18:31:37;23.0;55.0;0.00
18:36:37;22.8;56.0;0.00
18:41:37;22.5;56.0;0.00
18:46:36;22.5;55.0;0.00
18:51:36;22.5;55.0;0.00
18:56:35;22.5;55.0;0.00
19:01:35;22.3;58.0;0.00
19:06:34;21.5;59.0;0.00
19:11:34;21.3;59.0;0.00
19:16:33;21.5;60.0;0.00
19:21:33;21.3;61.0;0.00
19:26:33;21.0;62.0;0.00
19:31:32;20.8;63.0;0.00
19:36:32;20.3;64.0;0.00
19:41:31;20.3;63.0;0.00
19:46:31;20.8;62.0;0.00
19:51:31;20.3;63.0;0.00
19:56:30;20.8;61.0;0.00
20:01:30;20.5;61.0;0.00
20:06:30;19.5;64.0;0.00
20:11:29;19.5;63.0;0.00
20:16:29;19.5;63.0;0.00
20:21:28;19.5;63.0;0.00
20:26:28;19.5;64.0;0.00
20:31:28;18.5;69.0;0.00
20:36:27;18.3;74.0;0.00
20:41:27;18.0;75.0;0.00
20:46:27;17.8;76.0;0.00
20:51:26;17.8;79.0;0.00
20:56:26;17.8;81.0;0.00
21:01:26;17.8;83.0;0.00
21:06:26;18.0;83.0;0.00
21:11:25;17.8;84.0;0.00
21:16:25;17.8;86.0;0.00
21:21:25;18.0;84.0;0.00
21:26:24;18.0;87.0;0.00
21:31:24;18.0;87.0;0.00
21:36:24;18.0;88.0;0.00
21:41:24;17.8;88.0;0.00
21:46:23;17.8;89.0;0.00
21:51:23;17.8;90.0;0.00
21:56:23;17.8;91.0;0.00
22:01:23;17.8;91.0;0.00
22:06:23;17.3;87.0;0.00
22:11:22;17.0;88.0;0.00
22:16:22;16.8;91.0;0.00
22:21:22;16.8;92.0;0.00
22:26:21;16.8;93.0;0.00
22:31:21;16.5;90.0;0.00
22:36:20;16.3;93.0;0.00
22:41:20;16.3;94.0;0.00
22:46:19;16.3;97.0;0.00
22:51:19;16.3;98.0;0.00
22:56:18;16.0;98.0;0.00
23:01:18;16.3;99.0;0.00
23:06:18;16.3;99.0;0.00
23:11:17;16.5;99.0;0.00
23:16:17;16.5;99.0;0.00
23:21:16;16.8;99.0;0.00
23:26:16;16.0;94.0;0.00
23:31:16;15.8;99.0;0.00
23:36:15;16.0;99.0;0.00
23:41:15;15.5;97.0;0.00
23:46:14;15.0;99.0;0.00
23:51:14;15.0;99.0;0.00
23:56:14;15.0;99.0;0.00
